tower,site_id,match_basis,primary,primary_reason,excluded_reason,tower_lon,tower_lat,lon_index,lat_index,distance_m,utc_offset_hours,utc_offset_source,utc_offset_separation,shortwave_lag_steps,resolution_minutes,record_steps,doi,site_version,igbp,source_file,comment
US-Jo2,6646,pool_input_list,True,,,-106.6032,32.5849,8687,3070,303.09771008966254,-7.0,recovered from SW_IN_POT,11.4556984554228,0,30,157872,https://doi.org/10.17190/AMF/1881584,4-6,OSH,AMF_US-Jo2_FLUXNET_FULLSET_HH_2010-2020_4-6.csv,
US-KFS,5585,named_in_pool,True,,,-95.1907,39.0561,10057,3846,349.95174226682406,-6.0,recovered from SW_IN_POT,11.159972495162645,0,30,140304,https://doi.org/10.17190/AMF/1881585,4-6,GRA,AMF_US-KFS_FLUXNET_FULLSET_HH_2007-2019_4-6.csv,
US-KLS,5630,pool_input_list,True,,,-97.5684,38.7745,9771,3812,458.9952607402933,-6.0,recovered from SW_IN_POT,11.198902223164032,0,30,140256,https://doi.org/10.17190/AMF/1854367,5-7,GRA,AMF_US-KLS_FLUXNET_FULLSET_HH_2012-2019_5-7.csv,
US-KPL,,,False,,no pool site: no site names the tower and its cell holds no pool point,-150.5061,60.5382,3419,6424,,-9.0,recovered from SW_IN_POT,8.968738292718951,0,30,35040,https://doi.org/10.17190/AMF/2571133,3-7,WET,AMF_US-KPL_FLUXNET_FULLSET_HH_2021-2022_3-7.csv,
US-KS3,,,False,,no pool site: no site names the tower and its cell holds no pool point,-80.7427,28.7084,11790,2605,,-5.0,recovered from SW_IN_POT,11.581023540815446,0,30,17520,https://doi.org/10.17190/AMF/1881586,5-7,WET,AMF_US-KS3_FLUXNET_FULLSET_HH_2018-2018_5-7.csv,
US-Kon,5579,named_in_pool,True,,,-96.5603,39.0824,9892,3849,406.5398314692425,-6.0,recovered from SW_IN_POT,11.185789669711815,0,30,140304,https://doi.org/10.17190/AMF/2316062,5-7,GRA,AMF_US-Kon_FLUXNET_FULLSET_HH_2004-2019_5-7.csv,
US-LA3,7196,pool_input_list,True,,,-89.9153,29.4936,10690,2699,367.57629729392016,-6.0,recovered from SW_IN_POT,11.561413792280229,0,30,87648,https://doi.org/10.17190/AMF/2571117,3-7,WET,AMF_US-LA3_FLUXNET_FULLSET_HH_2019-2023_3-7.csv,
US-MMS,5529,named_in_pool,True,,,-86.4131,39.3232,11110,3878,268.0472658561742,-5.0,recovered from SW_IN_POT,10.257784637714133,0,60,78936,https://doi.org/10.17190/AMF/1854369,3-5,DBF,AMF_US-MMS_FLUXNET_FULLSET_HR_1999-2020_3-5.csv,
US-MN1,4407,pool_input_list,True,,,-96.1269,45.6168,9944,4634,482.0232249328144,-6.0,recovered from SW_IN_POT,10.822709094929918,0,30,140256,https://doi.org/10.17190/AMF/2571145,3-7,CRO,AMF_US-MN1_FLUXNET_FULLSET_HH_2017-2024_3-7.csv,
US-MN2,4403,pool_input_list,True,,,-96.1271,45.627,9944,4635,289.7405223349577,-6.0,recovered from SW_IN_POT,10.82107747319966,0,30,140256,https://doi.org/10.17190/AMF/2571146,3-7,CRO,AMF_US-MN2_FLUXNET_FULLSET_HH_2017-2024_3-7.csv,
US-MN3,4410,pool_input_list,True,,,-96.1265,45.6091,9944,4633,431.3642147940115,-6.0,recovered from SW_IN_POT,10.822190538070048,0,30,87696,https://doi.org/10.17190/AMF/2571147,3-7,CRO,AMF_US-MN3_FLUXNET_FULLSET_HH_2020-2024_3-7.csv,
US-MOz,5636,named_in_pool,True,,,-92.2,38.7441,10416,3809,409.5192130871852,-6.0,recovered from SW_IN_POT,11.203732221424032,0,30,175392,https://doi.org/10.17190/AMF/1854370,5-7,DBF,AMF_US-MOz_FLUXNET_FULLSET_HH_2004-2021_5-7.csv,
US-Me2,4618,named_in_pool,True,,,-121.5589,44.4526,6892,4494,414.09800053752394,-8.0,recovered from SW_IN_POT,10.826055538286989,0,30,192912,https://doi.org/10.17190/AMF/1854368,4-6,ENF,AMF_US-Me2_FLUXNET_FULLSET_HH_2002-2022_4-6.csv,"AmeriFlux's coordinates fall 414 m from the site's center, outside its cell; matched by named_in_pool"
US-Me6,4652,named_in_pool,True,,,-121.6078,44.3233,6887,4478,398.3265221572753,-8.0,recovered from SW_IN_POT,10.830912525895627,0,30,228000,https://doi.org/10.17190/AMF/2204871,5-7,ENF,AMF_US-Me6_FLUXNET_FULLSET_HH_2010-2024_5-7.csv,
US-Mo1,5545,pool_input_list,True,,,-92.1167,39.2298,10425,3867,362.9822296642604,-6.0,recovered from SW_IN_POT,11.18747597127722,0,30,175344,https://doi.org/10.17190/AMF/2229382,5-7,CRO,AMF_US-Mo1_FLUXNET_FULLSET_HH_2015-2024_5-7.csv,
US-Mo2,5602,pool_input_list,True,,,-91.9945,38.9488,10440,3833,349.3723186254441,-6.0,recovered from SW_IN_POT,11.202999094612908,0,30,122736,https://doi.org/10.17190/AMF/2229383,5-7,GRA,AMF_US-Mo2_FLUXNET_FULLSET_HH_2018-2024_5-7.csv,
US-Mo3,5544,pool_input_list,True,,,-92.1493,39.2322,10422,3867,450.327008136957,-6.0,recovered from SW_IN_POT,11.162540327603649,0,30,105216,https://doi.org/10.17190/AMF/2229384,3-5,CRO,AMF_US-Mo3_FLUXNET_FULLSET_HH_2016-2021_3-5.csv,
US-Mpj,6346,named_in_pool,True,,,-106.2377,34.4385,8731,3292,112.5708487363759,-7.0,recovered from SW_IN_POT,11.332251290410184,0,30,228000,https://doi.org/10.17190/AMF/1832161,4-7,WSA,AMF_US-Mpj_FLUXNET_FULLSET_HH_2008-2024_4-7.csv,
US-MtB,6684,named_in_pool,True,,,-110.7256,32.416,8192,3049,633.3354452196826,-7.0,recovered from SW_IN_POT,11.430633226182849,0,30,228000,https://doi.org/10.17190/AMF/2571103,3-7,ENF,AMF_US-MtB_FLUXNET_FULLSET_HH_2009-2024_3-7.csv,"AmeriFlux's coordinates fall 633 m from the site's center, outside its cell; matched by named_in_pool"
US-Myb,5752,named_in_pool,True,,,-121.765,38.0499,6868,3725,502.2558813205583,-8.0,recovered from SW_IN_POT,11.178838549272228,0,30,175392,https://doi.org/10.17190/AMF/1871139,3-5,WET,AMF_US-Myb_FLUXNET_FULLSET_HH_2010-2021_3-5.csv,
US-NC1,6121,named_in_pool,True,,,-76.7119,35.8118,12274,3457,94.93826654098726,-5.0,recovered from SW_IN_POT,11.3679172847863,0,30,17616,https://doi.org/10.17190/AMF/1902836,5-7,ENF,AMF_US-NC1_FLUXNET_FULLSET_HH_2005-2012_5-7.csv,
US-NC3,6126,pool_input_list,True,,,-76.656,35.799,12281,3455,388.86571646229703,-5.0,recovered from SW_IN_POT,11.340816014365622,0,30,157776,https://doi.org/10.17190/AMF/2204872,3-5,ENF,AMF_US-NC3_FLUXNET_FULLSET_HH_2013-2021_3-5.csv,
US-NC4,6129,pool_input_list,True,,,-75.9038,35.7879,12371,3454,55.39111555816446,-5.0,recovered from SW_IN_POT,11.295543566257638,0,30,175392,https://doi.org/10.17190/AMF/1902837,4-6,WET,AMF_US-NC4_FLUXNET_FULLSET_HH_2009-2021_4-6.csv,
US-NGB,,,False,,no pool site: no site names the tower and its cell holds no pool point,-156.6092,71.28,2686,7713,,-9.0,recovered from SW_IN_POT,2.725929349384064,0,30,192816,https://doi.org/10.17190/AMF/1832162,4-7,SNO,AMF_US-NGB_FLUXNET_FULLSET_HH_2012-2023_4-7.csv,
US-NGC,1429,pool_input_list,True,"matched pool_input_list, ahead of same_cell; also at this site: US-CAK",,-163.7002,64.8618,1835,6943,202.97926156195092,-9.0,recovered from SW_IN_POT,8.084352103555148,-1,30,122688,https://doi.org/10.17190/AMF/1902838,5-7,GRA,AMF_US-NGC_FLUXNET_FULLSET_HH_2017-2023_5-7.csv,"measured shortwave sits -30 minutes from SW_IN_POT, within the check's tolerance of one half-hour step"
US-NR1,5408,named_in_pool,True,,,-105.5464,40.0329,8814,3963,417.8002170167502,-7.0,recovered from SW_IN_POT,11.153954595507818,-1,30,87744,https://doi.org/10.17190/AMF/1871141,3-5,ENF,AMF_US-NR1_FLUXNET_FULLSET_HH_1998-2016_3-5.csv,"measured shortwave sits -30 minutes from SW_IN_POT, within the check's tolerance of one half-hour step"
US-Ne1,5212,named_in_pool,True,,,-96.4766,41.1651,9902,4099,360.1643395833157,-6.0,recovered from SW_IN_POT,10.61083780330754,0,60,114000,https://doi.org/10.17190/AMF/1871140,4-7,CRO,AMF_US-Ne1_FLUXNET_FULLSET_HR_2001-2024_4-7.csv,
US-Ne2,5213,named_in_pool,True,,,-96.4701,41.1649,9903,4099,273.74668816354745,-6.0,recovered from SW_IN_POT,10.61004767131051,0,60,114000,https://doi.org/10.17190/AMF/2574638,3-7,CRO,AMF_US-Ne2_FLUXNET_FULLSET_HR_2001-2024_3-7.csv,
US-ONA,7339,pool_input_list,True,,,-81.9509,27.3836,11645,2446,540.6015849234345,-5.0,recovered from SW_IN_POT,11.578608438269542,0,30,122736,https://doi.org/10.17190/AMF/1832163,5-7,GRA,AMF_US-ONA_FLUXNET_FULLSET_HH_2016-2022_5-7.csv,
US-ORv,,,False,,no pool site: no site names the tower and its cell holds no pool point,-83.0183,40.0201,11517,3962,,-5.0,recovered from SW_IN_POT,11.194502747814681,0,30,87744,https://doi.org/10.17190/AMF/1832164,5-7,WET,AMF_US-ORv_FLUXNET_FULLSET_HH_2011-2016_5-7.csv,
US-OWC,5179,pool_input_list,True,,,-82.5125,41.3795,11578,4125,36.952010734056095,-5.0,recovered from SW_IN_POT,11.150432085106269,0,30,35088,https://doi.org/10.17190/AMF/1871142,3-5,WET,AMF_US-OWC_FLUXNET_FULLSET_HH_2015-2016_3-5.csv,
US-Oho,5149,named_in_pool,True,,,-83.8438,41.5545,11418,4146,173.2650735695279,-5.0,recovered from SW_IN_POT,11.139259036481704,0,30,35136,https://doi.org/10.17190/AMF/2229385,5-7,DBF,AMF_US-Oho_FLUXNET_FULLSET_HH_2004-2013_5-7.csv,
US-PAS,7338,pool_input_list,True,,,-81.951,27.3944,11645,2447,351.05249737805144,-5.0,recovered from SW_IN_POT,11.574053211180022,0,30,35040,https://doi.org/10.17190/AMF/2571135,3-7,GRA,AMF_US-PAS_FLUXNET_FULLSET_HH_2021-2022_3-7.csv,
US-PFL,4325,pool_input_list,True,,,-90.3177,45.9409,10641,4672,448.9879231619933,-6.0,recovered from SW_IN_POT,10.785207949043935,0,30,17520,https://doi.org/10.17190/AMF/2469458,4-7,DBF,AMF_US-PFL_FLUXNET_FULLSET_HH_2019-2019_4-7.csv,
US-PFb,4311,pool_input_list,True,,,-90.3232,45.972,10641,4676,224.10769942908883,-6.0,recovered from SW_IN_POT,10.784704374061,0,30,17520,https://doi.org/10.17190/AMF/2469454,4-7,ENF,AMF_US-PFb_FLUXNET_FULLSET_HH_2019-2019_4-7.csv,
US-PFc,4312,pool_input_list,True,,,-90.3088,45.9677,10642,4676,450.87160835250694,-6.0,recovered from SW_IN_POT,10.775630824463846,-1,30,17520,https://doi.org/10.17190/AMF/2469455,4-7,DBF,AMF_US-PFc_FLUXNET_FULLSET_HH_2019-2019_4-7.csv,"measured shortwave sits -30 minutes from SW_IN_POT, within the check's tolerance of one half-hour step"
US-PFd,4313,pool_input_list,True,,,-90.301,45.9689,10643,4676,325.87941809727107,-6.0,recovered from SW_IN_POT,10.779764636982957,0,30,17520,https://doi.org/10.17190/AMF/2469456,4-7,WET,AMF_US-PFd_FLUXNET_FULLSET_HH_2019-2019_4-7.csv,
US-PFe,4307,pool_input_list,True,,,-90.3004,45.9793,10643,4677,291.50641475762103,-6.0,recovered from SW_IN_POT,10.778830393713664,0,30,17520,https://doi.org/10.17190/AMF/2571123,3-7,WAT,AMF_US-PFe_FLUXNET_FULLSET_HH_2019-2019_3-7.csv,
US-PFg,4314,pool_input_list,True,,,-90.2723,45.9735,10647,4676,317.3116686522901,-6.0,recovered from SW_IN_POT,10.782140927269312,0,30,17520,https://doi.org/10.17190/AMF/2571124,3-7,ENF,AMF_US-PFg_FLUXNET_FULLSET_HH_2019-2019_3-7.csv,
US-PFh,4317,pool_input_list,True,,,-90.2406,45.9557,10651,4674,293.98025611579016,-6.0,recovered from SW_IN_POT,10.76842781699283,0,30,17520,https://doi.org/10.17190/AMF/2571125,3-7,ENF,AMF_US-PFh_FLUXNET_FULLSET_HH_2019-2019_3-7.csv,
US-PFi,4315,pool_input_list,True,,,-90.2327,45.9749,10652,4676,528.1042181553609,-6.0,recovered from SW_IN_POT,10.764604448237868,0,30,17520,https://doi.org/10.17190/AMF/2571126,3-7,DBF,AMF_US-PFi_FLUXNET_FULLSET_HH_2019-2019_3-7.csv,
US-PFj,4316,pool_input_list,True,,,-90.227,45.9619,10652,4675,180.38819932133597,-6.0,recovered from SW_IN_POT,10.760075870304783,0,30,17520,https://doi.org/10.17190/AMF/2571127,3-7,DBF,AMF_US-PFj_FLUXNET_FULLSET_HH_2019-2019_3-7.csv,
US-PFk,4342,pool_input_list,True,,,-90.3425,45.9149,10638,4669,371.0784455237873,-6.0,recovered from SW_IN_POT,10.791557496509485,0,30,17520,https://doi.org/10.17190/AMF/2469457,4-7,DBF,AMF_US-PFk_FLUXNET_FULLSET_HH_2019-2019_4-7.csv,
US-PFm,4334,pool_input_list,True,,,-90.3099,45.9207,10642,4670,201.75069139129198,-6.0,recovered from SW_IN_POT,10.78042494836301,0,30,17520,https://doi.org/10.17190/AMF/2469459,4-7,DBF,AMF_US-PFm_FLUXNET_FULLSET_HH_2019-2019_4-7.csv,
US-PFn,,,False,,no pool site: no site names the tower and its cell holds no pool point,-90.2823,45.9392,10646,4672,,-6.0,recovered from SW_IN_POT,10.778365141813627,0,30,17520,https://doi.org/10.17190/AMF/2469460,4-7,DBF,AMF_US-PFn_FLUXNET_FULLSET_HH_2019-2019_4-7.csv,
US-PFp,,,False,,no pool site: no site names the tower and its cell holds no pool point,-90.2641,45.9365,10648,4672,,-6.0,recovered from SW_IN_POT,10.780675575583716,0,30,17520,https://doi.org/10.17190/AMF/2469461,4-7,DBF,AMF_US-PFp_FLUXNET_FULLSET_HH_2019-2019_4-7.csv,
US-PFq,4331,pool_input_list,True,,,-90.2475,45.9271,10650,4671,263.5482060721479,-6.0,recovered from SW_IN_POT,10.782593444569601,0,30,17520,https://doi.org/10.17190/AMF/2469462,4-7,DBF,AMF_US-PFq_FLUXNET_FULLSET_HH_2019-2019_4-7.csv,
US-PFr,4336,pool_input_list,True,,,-90.2475,45.9245,10650,4670,427.47978942904064,-6.0,recovered from SW_IN_POT,10.78277243871434,0,30,17520,https://doi.org/10.17190/AMF/2571128,3-7,WET,AMF_US-PFr_FLUXNET_FULLSET_HH_2019-2019_3-7.csv,
US-PFt,4337,pool_input_list,True,,,-90.2288,45.9197,10652,4670,129.3010872625498,-6.0,recovered from SW_IN_POT,10.76580215017477,0,30,17520,https://doi.org/10.17190/AMF/2469463,4-7,ENF,AMF_US-PFt_FLUXNET_FULLSET_HH_2019-2019_4-7.csv,
US-PSH,6058,pool_input_list,True,,,-119.9247,36.2347,7089,3508,466.05912921927103,-7.0,recovered from SW_IN_POT,11.175926624036842,0,30,17568,https://doi.org/10.17190/AMF/2469464,4-7,DBF,AMF_US-PSH_FLUXNET_FULLSET_HH_2016-2016_4-7.csv,
US-PSL,5961,pool_input_list,True,,,-120.1397,36.8276,7063,3579,262.0934720859385,-7.0,recovered from SW_IN_POT,11.158640190608901,0,30,17568,https://doi.org/10.17190/AMF/2469465,4-7,DBF,AMF_US-PSL_FLUXNET_FULLSET_HH_2016-2016_4-7.csv,
US-Pnp,,,False,,no pool site: no site names the tower and its cell holds no pool point,-89.4158,43.0896,10750,4330,,-6.0,recovered from SW_IN_POT,11.017638261517476,0,30,122736,https://doi.org/10.17190/AMF/2229386,4-6,WAT,AMF_US-Pnp_FLUXNET_FULLSET_HH_2016-2022_4-6.csv,
US-Prr,1375,named_in_pool,True,,,-147.4876,65.1237,3781,6974,318.6797552083831,-9.0,recovered from SW_IN_POT,8.18387632081596,0,30,192912,https://doi.org/10.17190/AMF/2571106,3-7,ENF,AMF_US-Prr_FLUXNET_FULLSET_HH_2010-2022_3-7.csv,
US-RGA,6351,pool_input_list,True,,,-91.6733,34.4159,10479,3289,440.45924224555813,-6.0,recovered from SW_IN_POT,11.346320909610318,0,30,70128,https://doi.org/10.17190/AMF/2204873,5-7,CRO,AMF_US-RGA_FLUXNET_FULLSET_HH_2021-2024_5-7.csv,
US-RGB,5481,pool_input_list,True,,,-121.8579,39.5782,6857,3909,337.48617736738873,-8.0,recovered from SW_IN_POT,11.106612101530557,0,30,70128,https://doi.org/10.17190/AMF/2204874,5-7,CRO,AMF_US-RGB_FLUXNET_FULLSET_HH_2021-2024_5-7.csv,
US-RGF,5814,pool_input_list,True,,,-121.1369,37.6995,6943,3683,411.017948400011,-8.0,recovered from SW_IN_POT,11.1606281166447,0,30,35088,https://doi.org/10.17190/AMF/2469466,4-7,CRO,AMF_US-RGF_FLUXNET_FULLSET_HH_2023-2024_4-7.csv,
US-RGW,6458,pool_input_list,True,,,-91.4306,33.6216,10508,3194,157.5985039723913,-6.0,recovered from SW_IN_POT,11.380054852106685,0,30,52608,https://doi.org/10.17190/AMF/2469467,4-7,CRO,AMF_US-RGW_FLUXNET_FULLSET_HH_2022-2024_4-7.csv,
US-RGo,5467,pool_input_list,True,,,-122.0026,39.6805,6839,3921,199.86601019274855,-8.0,recovered from SW_IN_POT,11.097219401832847,0,30,70128,https://doi.org/10.17190/AMF/2204875,5-7,CRO,AMF_US-RGo_FLUXNET_FULLSET_HH_2021-2024_5-7.csv,
US-RRC,5883,pool_input_list,True,,,-77.2065,37.3344,12215,3640,401.76889915478245,-5.0,recovered from SW_IN_POT,11.308271388219845,0,30,52608,https://doi.org/10.17190/AMF/2469469,4-7,WET,AMF_US-RRC_FLUXNET_FULLSET_HH_2022-2024_4-7.csv,
US-Rls,4876,pool_input_list,True,,,-116.7356,43.1439,7471,4337,264.67171764394203,-7.0,recovered from SW_IN_POT,10.901264478363519,0,30,175296,https://doi.org/10.17190/AMF/2229387,5-7,CSH,AMF_US-Rls_FLUXNET_FULLSET_HH_2014-2023_5-7.csv,
US-Rms,4888,pool_input_list,True,,,-116.7486,43.0645,7470,4327,316.0496041208721,-7.0,recovered from SW_IN_POT,10.906174570106092,0,30,175296,https://doi.org/10.17190/AMF/1881587,5-7,CSH,AMF_US-Rms_FLUXNET_FULLSET_HH_2014-2023_5-7.csv,
US-Ro1,4561,named_in_pool,True,,,-93.0898,44.7143,10309,4525,270.2163322597638,-6.0,recovered from SW_IN_POT,10.929497595068124,0,30,87744,https://doi.org/10.17190/AMF/1881588,5-7,CRO,AMF_US-Ro1_FLUXNET_FULLSET_HH_2004-2016_5-7.csv,
US-Ro2,4556,named_in_pool,True,,,-93.0888,44.7288,10309,4527,110.46160007875105,-6.0,recovered from SW_IN_POT,10.9295275771605,0,30,70224,https://doi.org/10.17190/AMF/2204876,5-7,CRO,AMF_US-Ro2_FLUXNET_FULLSET_HH_2008-2016_5-7.csv,
US-Ro4,4573,pool_input_list,True,,,-93.0723,44.6781,10311,4521,165.90296401988064,-6.0,recovered from SW_IN_POT,10.925352174519103,0,30,192864,https://doi.org/10.17190/AMF/1881589,5-7,GRA,AMF_US-Ro4_FLUXNET_FULLSET_HH_2014-2024_5-7.csv,
US-Ro5,4569,pool_input_list,True,,,-93.0576,44.691,10313,4522,474.3375442675176,-6.0,recovered from SW_IN_POT,10.92158517639179,0,30,140256,https://doi.org/10.17190/AMF/1818371,5-7,CRO,AMF_US-Ro5_FLUXNET_FULLSET_HH_2017-2024_5-7.csv,
US-Ro6,4567,pool_input_list,True,,,-93.0578,44.6946,10313,4523,318.2329301302642,-6.0,recovered from SW_IN_POT,10.921285440663695,0,30,140256,https://doi.org/10.17190/AMF/1881590,5-7,CRO,AMF_US-Ro6_FLUXNET_FULLSET_HH_2017-2024_5-7.csv,
US-Rpf,1376,pool_input_list,True,,,-147.429,65.1198,3788,6974,115.28189900176066,-9.0,recovered from SW_IN_POT,8.178243995367811,0,30,210432,https://doi.org/10.17190/AMF/2229388,4-6,DBF,AMF_US-Rpf_FLUXNET_FULLSET_HH_2008-2023_4-6.csv,
US-Rwf,4881,pool_input_list,True,,,-116.7231,43.1207,7473,4334,184.49253426509267,-7.0,recovered from SW_IN_POT,10.896776432420738,0,30,175296,https://doi.org/10.17190/AMF/1881591,5-7,CSH,AMF_US-Rwf_FLUXNET_FULLSET_HH_2014-2023_5-7.csv,
US-Rws,4871,pool_input_list,True,,,-116.7132,43.1675,7474,4340,375.07179631667884,-7.0,recovered from SW_IN_POT,10.893784674229193,0,30,175296,https://doi.org/10.17190/AMF/1881592,5-7,OSH,AMF_US-Rws_FLUXNET_FULLSET_HH_2014-2023_5-7.csv,
US-SHC,,,False,,no pool site: no site names the tower and its cell holds no pool point,-120.2398,39.4315,7051,3891,,-8.0,recovered from SW_IN_POT,11.122159513911917,0,30,70128,https://doi.org/10.17190/AMF/2571110,3-7,ENF,AMF_US-SHC_FLUXNET_FULLSET_HH_2017-2020_3-7.csv,
US-SP1,7177,named_in_pool,True,,,-82.2188,29.7381,11613,2728,207.40417123937772,-5.0,recovered from SW_IN_POT,11.586896318274405,0,30,157872,https://doi.org/10.17190/AMF/2469470,4-7,ENF,AMF_US-SP1_FLUXNET_FULLSET_HH_2000-2020_4-7.csv,
US-SRC,6772,named_in_pool,True,,,-110.8395,31.9083,8179,2988,496.72879473738186,-7.0,recovered from SW_IN_POT,11.462732807205732,0,30,52656,https://doi.org/10.17190/AMF/1871145,5-7,OSH,AMF_US-SRC_FLUXNET_FULLSET_HH_2008-2014_5-7.csv,
US-SRG,6805,named_in_pool,True,,,-110.8277,31.7894,8180,2974,252.64701351011385,-7.0,recovered from SW_IN_POT,11.47084852731105,0,30,228000,https://doi.org/10.17190/AMF/2204877,5-7,GRA,AMF_US-SRG_FLUXNET_FULLSET_HH_2008-2024_5-7.csv,
US-SRM,6797,named_in_pool,True,,,-110.8661,31.8214,8176,2978,345.80827471148376,-7.0,recovered from SW_IN_POT,11.459156205978642,0,30,228000,https://doi.org/10.17190/AMF/2475756,4-7,WSA,AMF_US-SRM_FLUXNET_FULLSET_HH_2004-2024_4-7.csv,
US-SRS,6798,pool_input_list,True,,,-110.8508,31.8173,8177,2978,505.6659053032158,-7.0,recovered from SW_IN_POT,11.465366563055222,0,30,122784,https://doi.org/10.17190/AMF/2204878,5-7,WSA,AMF_US-SRS_FLUXNET_FULLSET_HH_2011-2018_5-7.csv,
US-SSH,5301,named_in_pool,True,,,-77.9041,40.6658,12131,4039,366.8750714060884,-5.0,recovered from SW_IN_POT,11.117414083713701,-1,30,105216,https://doi.org/10.17190/AMF/2469471,4-7,DBF,AMF_US-SSH_FLUXNET_FULLSET_HH_2016-2021_4-7.csv,"measured shortwave sits -30 minutes from SW_IN_POT, within the check's tolerance of one half-hour step"
US-Seg,6361,named_in_pool,True,,,-106.702,34.3623,8675,3283,200.2227693612583,-7.0,recovered from SW_IN_POT,11.333840775680741,0,30,228000,https://doi.org/10.17190/AMF/1984572,4-7,GRA,AMF_US-Seg_FLUXNET_FULLSET_HH_2007-2024_4-7.csv,
US-Ses,6365,named_in_pool,True,,,-106.7442,34.3349,8670,3280,325.83349054472814,-7.0,recovered from SW_IN_POT,11.346176731475111,0,30,210480,https://doi.org/10.17190/AMF/1984573,4-7,OSH,AMF_US-Ses_FLUXNET_FULLSET_HH_2007-2024_4-7.csv,
US-Slt,5428,named_in_pool,True,,,-74.596,39.9138,12528,3949,145.12979033128332,-5.0,recovered from SW_IN_POT,11.213337983759487,0,30,52656,https://doi.org/10.17190/AMF/2571104,3-7,DBF,AMF_US-Slt_FLUXNET_FULLSET_HH_2005-2014_3-7.csv,
US-Sne,5758,same_cell,True,,,-121.7547,38.0369,6869,3724,81.48399035969577,-8.0,recovered from SW_IN_POT,11.17886514888188,0,30,87696,https://doi.org/10.17190/AMF/1871144,5-7,GRA,AMF_US-Sne_FLUXNET_FULLSET_HH_2016-2020_5-7.csv,
US-Snf,,,False,,no pool site: no site names the tower and its cell holds no pool point,-121.7272,38.0402,6872,3724,,-8.0,recovered from SW_IN_POT,11.17365804797116,0,30,52608,https://doi.org/10.17190/AMF/1854371,5-7,GRA,AMF_US-Snf_FLUXNET_FULLSET_HH_2018-2020_5-7.csv,
US-Srr,5719,pool_input_list,True,,,-122.0264,38.2006,6836,3744,464.61316388739493,-8.0,recovered from SW_IN_POT,11.18018779273469,0,30,70128,https://doi.org/10.17190/AMF/2229389,5-7,WET,AMF_US-Srr_FLUXNET_FULLSET_HH_2014-2017_5-7.csv,
US-StJ,5578,pool_input_list,True,,,-75.4372,39.0882,12427,3850,81.95056417905002,-5.0,recovered from SW_IN_POT,11.198581060425306,0,30,52608,https://doi.org/10.17190/AMF/2229390,3-5,WET,AMF_US-StJ_FLUXNET_FULLSET_HH_2015-2017_3-5.csv,
US-Syv,4253,named_in_pool,True,,,-89.3477,46.242,10758,4709,449.8528262467256,-6.0,recovered from SW_IN_POT,10.765920008542873,0,30,210384,https://doi.org/10.17190/AMF/2204879,4-6,MF,AMF_US-Syv_FLUXNET_FULLSET_HH_2001-2023_4-6.csv,
US-Ton,5687,named_in_pool,True,,,-120.966,38.4309,6964,3771,360.5524527775602,-8.0,recovered from SW_IN_POT,11.130794025778167,0,30,228000,https://doi.org/10.17190/AMF/2204880,5-7,WSA,AMF_US-Ton_FLUXNET_FULLSET_HH_2001-2024_5-7.csv,
US-Tw1,5738,named_in_pool,True,"matched named_in_pool, ahead of same_cell; also at this site: US-Tw5",,-121.6469,38.1074,6882,3732,371.31499834085736,-8.0,recovered from SW_IN_POT,11.155654577227072,0,30,210432,https://doi.org/10.17190/AMF/1832165,5-7,WET,AMF_US-Tw1_FLUXNET_FULLSET_HH_2011-2023_5-7.csv,
US-Tw2,,,False,,no pool site: no site names the tower and its cell holds no pool point,-121.6365,38.0969,6883,3731,,-8.0,recovered from SW_IN_POT,11.222221616260727,0,30,35088,https://doi.org/10.17190/AMF/1881593,5-7,CRO,AMF_US-Tw2_FLUXNET_FULLSET_HH_2012-2013_5-7.csv,
US-Tw3,5735,named_in_pool,True,,,-121.6469,38.1152,6882,3733,314.2610994686374,-8.0,recovered from SW_IN_POT,11.152657847926521,0,30,105168,https://doi.org/10.17190/AMF/1881594,5-7,CRO,AMF_US-Tw3_FLUXNET_FULLSET_HH_2013-2018_5-7.csv,
US-Tw4,5739,named_in_pool,True,,,-121.6413,38.1027,6883,3732,370.3093459093525,-8.0,recovered from SW_IN_POT,11.157174966785224,0,30,192816,https://doi.org/10.17190/AMF/2204881,5-7,WET,AMF_US-Tw4_FLUXNET_FULLSET_HH_2013-2023_5-7.csv,
US-Tw5,5738,same_cell,False,not primary: US-Tw1 is,,-121.6426,38.1072,6882,3732,440.1990763525089,-8.0,recovered from SW_IN_POT,11.155177992413602,0,30,35040,https://doi.org/10.17190/AMF/1881595,5-7,WET,AMF_US-Tw5_FLUXNET_FULLSET_HH_2018-2019_5-7.csv,
US-Twt,5734,named_in_pool,True,,,-121.6531,38.1087,6881,3733,432.8540376073123,-8.0,recovered from SW_IN_POT,11.15696563297758,0,30,105264,https://doi.org/10.17190/AMF/2571105,3-7,CRO,AMF_US-Twt_FLUXNET_FULLSET_HH_2009-2017_3-7.csv,
US-UC1,5288,pool_input_list,True,,,-78.0056,40.7536,12119,4050,136.16335169846917,-5.0,recovered from SW_IN_POT,11.132203937239364,0,30,105216,https://doi.org/10.17190/AMF/2469472,4-7,CVM,AMF_US-UC1_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
